,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1,distw
474,1986,f,J,Belgium,Switzerland,12,0.0,503.0689
475,1987,f,J,Belgium,Switzerland,0,0.0,503.0689
476,1988,f,J,Belgium,Switzerland,4,0.0,503.0689
477,1989,f,J,Belgium,Switzerland,0,0.0,503.0689
478,1990,f,J,Belgium,Switzerland,0,0.0,503.0689
479,1991,f,J,Belgium,Switzerland,12,0.0,503.0689
480,1992,f,J,Belgium,Switzerland,5,0.0,503.0689
481,1993,f,J,Belgium,Switzerland,8,0.0,503.0689
482,1996,f,J,Belgium,Switzerland,2,0.0,503.0689
483,1998,f,J,Belgium,Switzerland,0,0.0,503.0689
484,2000,f,J,Belgium,Switzerland,0,0.0,503.0689
485,2002,f,J,Belgium,Switzerland,0,0.0,503.0689
486,2004,sf,J,Belgium,Switzerland,0,0.0,503.0689
487,2005,f,J,Belgium,Switzerland,0,0.0,503.0689
488,2005,sf,J,Belgium,Switzerland,0,0.0,503.0689
489,2006,f,J,Belgium,Switzerland,0,0.0,503.0689
490,2007,sf,J,Belgium,Switzerland,0,0.0,503.0689
491,2009,sf1,J,Belgium,Switzerland,0,0.0,503.0689
492,2011,f,J,Belgium,Switzerland,0,0.0,503.0689
493,2012,sf1,J,Belgium,Switzerland,0,0.0,503.0689
494,2014,f,J,Belgium,Switzerland,0,0.0,503.0689
495,2016,sf2,J,Belgium,Switzerland,1,0.0,503.0689
496,2016,sf2,T,Belgium,Switzerland,0,0.0,503.0689
497,1975,f,J,Belgium,The Netherlands,3,0.0,160.9283
498,1976,f,J,Belgium,The Netherlands,4,0.0,160.9283
499,1977,f,J,Belgium,The Netherlands,10,0.0,160.9283
500,1978,f,J,Belgium,The Netherlands,0,0.0,160.9283
501,1979,f,J,Belgium,The Netherlands,3,0.0,160.9283
502,1980,f,J,Belgium,The Netherlands,3,0.0,160.9283
503,1981,f,J,Belgium,The Netherlands,2,0.0,160.9283
504,1982,f,J,Belgium,The Netherlands,0,0.0,160.9283
505,1983,f,J,Belgium,The Netherlands,2,0.0,160.9283
506,1984,f,J,Belgium,The Netherlands,0,0.0,160.9283
507,1986,f,J,Belgium,The Netherlands,0,0.0,160.9283
508,1987,f,J,Belgium,The Netherlands,0,0.0,160.9283
509,1988,f,J,Belgium,The Netherlands,0,0.0,160.9283
510,1989,f,J,Belgium,The Netherlands,0,0.0,160.9283
511,1990,f,J,Belgium,The Netherlands,0,0.0,160.9283
512,1992,f,J,Belgium,The Netherlands,2,0.0,160.9283
513,1993,f,J,Belgium,The Netherlands,7,0.0,160.9283
514,1996,f,J,Belgium,The Netherlands,1,0.0,160.9283
515,1998,f,J,Belgium,The Netherlands,12,0.0,160.9283
516,1999,f,J,Belgium,The Netherlands,12,0.0,160.9283
517,2000,f,J,Belgium,The Netherlands,8,0.0,160.9283
518,2003,f,J,Belgium,The Netherlands,8,0.0,160.9283
519,2004,f,J,Belgium,The Netherlands,6,0.0,160.9283
520,2004,sf,J,Belgium,The Netherlands,12,0.0,160.9283
521,2005,sf,J,Belgium,The Netherlands,12,0.0,160.9283
522,2006,sf,J,Belgium,The Netherlands,4,0.0,160.9283
523,2007,sf,J,Belgium,The Netherlands,10,0.0,160.9283
524,2008,sf1,J,Belgium,The Netherlands,8,0.0,160.9283
525,2011,sf2,J,Belgium,The Netherlands,8,0.0,160.9283
526,2013,f,J,Belgium,The Netherlands,12,0.0,160.9283
527,2013,sf1,J,Belgium,The Netherlands,12,0.0,160.9283
528,2014,f,J,Belgium,The Netherlands,8,0.0,160.9283
529,2014,sf1,J,Belgium,The Netherlands,10,0.0,160.9283
530,2016,f,J,Belgium,The Netherlands,4,0.0,160.9283
531,2016,f,T,Belgium,The Netherlands,10,0.0,160.9283
532,1975,f,J,Belgium,Turkey,0,0.0,2485.44
533,1978,f,J,Belgium,Turkey,0,0.0,2485.44
534,1980,f,J,Belgium,Turkey,0,0.0,2485.44
535,1981,f,J,Belgium,Turkey,0,0.0,2485.44
536,1982,f,J,Belgium,Turkey,0,0.0,2485.44
537,1983,f,J,Belgium,Turkey,0,0.0,2485.44
538,1984,f,J,Belgium,Turkey,4,0.0,2485.44
539,1985,f,J,Belgium,Turkey,1,0.0,2485.44
540,1986,f,J,Belgium,Turkey,6,0.0,2485.44
541,1987,f,J,Belgium,Turkey,0,0.0,2485.44
542,1988,f,J,Belgium,Turkey,0,0.0,2485.44
543,1989,f,J,Belgium,Turkey,0,0.0,2485.44
544,1990,f,J,Belgium,Turkey,0,0.0,2485.44
545,1991,f,J,Belgium,Turkey,0,0.0,2485.44
546,1992,f,J,Belgium,Turkey,0,0.0,2485.44
547,1993,f,J,Belgium,Turkey,0,0.0,2485.44
548,1995,f,J,Belgium,Turkey,1,0.0,2485.44
549,1996,f,J,Belgium,Turkey,5,0.0,2485.44
550,1998,f,J,Belgium,Turkey,0,0.0,2485.44
551,1999,f,J,Belgium,Turkey,0,0.0,2485.44
552,2000,f,J,Belgium,Turkey,3,0.0,2485.44
553,2002,f,J,Belgium,Turkey,0,0.0,2485.44
554,2003,f,J,Belgium,Turkey,12,0.0,2485.44
555,2004,f,J,Belgium,Turkey,12,0.0,2485.44
556,2005,f,J,Belgium,Turkey,10,0.0,2485.44
557,2006,f,J,Belgium,Turkey,7,0.0,2485.44
558,2006,sf,J,Belgium,Turkey,8,0.0,2485.44
559,2007,f,J,Belgium,Turkey,12,0.0,2485.44
560,2007,sf,J,Belgium,Turkey,12,0.0,2485.44
561,2008,f,J,Belgium,Turkey,10,0.0,2485.44
562,2009,f,J,Belgium,Turkey,12,0.0,2485.44
563,2009,sf1,J,Belgium,Turkey,12,0.0,2485.44
564,2010,f,J,Belgium,Turkey,6,0.0,2485.44
565,2012,f,J,Belgium,Turkey,7,0.0,2485.44
566,1975,f,J,Belgium,United Kingdom,10,0.0,448.2817
567,1976,f,J,Belgium,United Kingdom,12,0.0,448.2817
568,1977,f,J,Belgium,United Kingdom,12,0.0,448.2817
569,1978,f,J,Belgium,United Kingdom,4,0.0,448.2817
570,1979,f,J,Belgium,United Kingdom,0,0.0,448.2817
571,1980,f,J,Belgium,United Kingdom,6,0.0,448.2817
572,1981,f,J,Belgium,United Kingdom,8,0.0,448.2817
573,1982,f,J,Belgium,United Kingdom,0,0.0,448.2817
574,1983,f,J,Belgium,United Kingdom,0,0.0,448.2817
575,1984,f,J,Belgium,United Kingdom,2,0.0,448.2817
576,1985,f,J,Belgium,United Kingdom,6,0.0,448.2817
577,1986,f,J,Belgium,United Kingdom,0,0.0,448.2817
578,1987,f,J,Belgium,United Kingdom,3,0.0,448.2817
579,1988,f,J,Belgium,United Kingdom,12,0.0,448.2817
580,1989,f,J,Belgium,United Kingdom,0,0.0,448.2817
581,1990,f,J,Belgium,United Kingdom,12,0.0,448.2817
582,1991,f,J,Belgium,United Kingdom,3,0.0,448.2817
583,1992,f,J,Belgium,United Kingdom,12,0.0,448.2817
584,1993,f,J,Belgium,United Kingdom,12,0.0,448.2817
585,1995,f,J,Belgium,United Kingdom,7,0.0,448.2817
586,1996,f,J,Belgium,United Kingdom,12,0.0,448.2817
587,1998,f,J,Belgium,United Kingdom,6,0.0,448.2817
588,1999,f,J,Belgium,United Kingdom,0,0.0,448.2817
589,2000,f,J,Belgium,United Kingdom,0,0.0,448.2817
590,2002,f,J,Belgium,United Kingdom,6,0.0,448.2817
591,2003,f,J,Belgium,United Kingdom,0,0.0,448.2817
592,2004,f,J,Belgium,United Kingdom,0,0.0,448.2817
593,2005,f,J,Belgium,United Kingdom,0,0.0,448.2817
594,2006,f,J,Belgium,United Kingdom,0,0.0,448.2817
595,2007,f,J,Belgium,United Kingdom,0,0.0,448.2817
596,2008,f,J,Belgium,United Kingdom,0,0.0,448.2817
597,2009,f,J,Belgium,United Kingdom,0,0.0,448.2817
598,2010,f,J,Belgium,United Kingdom,0,0.0,448.2817
599,2011,f,J,Belgium,United Kingdom,0,0.0,448.2817
600,2012,f,J,Belgium,United Kingdom,1,0.0,448.2817
601,2013,f,J,Belgium,United Kingdom,0,0.0,448.2817
602,2014,f,J,Belgium,United Kingdom,1,0.0,448.2817
603,2015,f,J,Belgium,United Kingdom,0,0.0,448.2817
604,2016,f,J,Belgium,United Kingdom,0,0.0,448.2817
605,2016,f,T,Belgium,United Kingdom,0,0.0,448.2817
606,1975,f,J,Belgium,Yugoslavia,5,0.0,
607,1976,f,J,Belgium,Yugoslavia,0,0.0,
608,1981,f,J,Belgium,Yugoslavia,5,0.0,
609,1982,f,J,Belgium,Yugoslavia,1,0.0,
610,1983,f,J,Belgium,Yugoslavia,12,0.0,
611,1984,f,J,Belgium,Yugoslavia,0,0.0,
612,1986,f,J,Belgium,Yugoslavia,4,0.0,
613,1987,f,J,Belgium,Yugoslavia,8,0.0,
614,1988,f,J,Belgium,Yugoslavia,0,0.0,
615,1989,f,J,Belgium,Yugoslavia,10,0.0,
616,1990,f,J,Belgium,Yugoslavia,0,0.0,
617,1991,f,J,Belgium,Yugoslavia,0,0.0,
618,1992,f,J,Belgium,Yugoslavia,0,0.0,
619,1975,f,J,Finland,Belgium,0,0.0,1706.886
620,1976,f,J,Finland,Belgium,12,0.0,1706.886
621,1977,f,J,Finland,Belgium,3,0.0,1706.886
622,1978,f,J,Finland,Belgium,6,0.0,1706.886
623,1979,f,J,Finland,Belgium,0,0.0,1706.886
624,1980,f,J,Finland,Belgium,0,0.0,1706.886
625,1981,f,J,Finland,Belgium,2,0.0,1706.886
626,1982,f,J,Finland,Belgium,5,0.0,1706.886
627,1983,f,J,Finland,Belgium,0,0.0,1706.886
628,1984,f,J,Finland,Belgium,10,0.0,1706.886
629,1985,f,J,Finland,Belgium,0,0.0,1706.886
630,1986,f,J,Finland,Belgium,12,0.0,1706.886
631,1987,f,J,Finland,Belgium,3,0.0,1706.886
632,1988,f,J,Finland,Belgium,0,0.0,1706.886
633,1989,f,J,Finland,Belgium,0,0.0,1706.886
634,1990,f,J,Finland,Belgium,0,0.0,1706.886
635,1991,f,J,Finland,Belgium,3,0.0,1706.886
636,1992,f,J,Finland,Belgium,0,0.0,1706.886
637,1993,f,J,Finland,Belgium,0,0.0,1706.886
638,1996,f,J,Finland,Belgium,0,0.0,1706.886
639,1998,f,J,Finland,Belgium,0,0.0,1706.886
640,2000,f,J,Finland,Belgium,0,0.0,1706.886
641,2002,f,J,Finland,Belgium,0,0.0,1706.886
642,2004,f,J,Finland,Belgium,0,0.0,1706.886
643,2005,sf,J,Finland,Belgium,0,0.0,1706.886
644,2006,sf,J,Finland,Belgium,3,0.0,1706.886
645,2007,sf,J,Finland,Belgium,0,0.0,1706.886
646,2008,sf1,J,Finland,Belgium,0,0.0,1706.886
647,2009,sf1,J,Finland,Belgium,0,0.0,1706.886
648,2010,f,J,Finland,Belgium,6,0.0,1706.886
649,2010,sf1,J,Finland,Belgium,10,0.0,1706.886
650,2012,sf1,J,Finland,Belgium,2,0.0,1706.886
651,2013,f,J,Finland,Belgium,3,0.0,1706.886
652,2015,f,J,Finland,Belgium,7,0.0,1706.886
653,2016,f,J,Finland,Belgium,0,0.0,1706.886
654,2016,f,T,Finland,Belgium,0,0.0,1706.886
655,1975,f,J,Finland,Finland,0,0.0,199.8939
656,1976,f,J,Finland,Finland,0,0.0,199.8939
657,1977,f,J,Finland,Finland,0,0.0,199.8939
658,1978,f,J,Finland,Finland,0,0.0,199.8939
659,1979,f,J,Finland,Finland,0,0.0,199.8939
660,1980,f,J,Finland,Finland,0,0.0,199.8939
661,1981,f,J,Finland,Finland,0,0.0,199.8939
662,1982,f,J,Finland,Finland,0,0.0,199.8939
663,1983,f,J,Finland,Finland,0,0.0,199.8939
664,1984,f,J,Finland,Finland,0,0.0,199.8939
665,1985,f,J,Finland,Finland,0,0.0,199.8939
666,1986,f,J,Finland,Finland,0,0.0,199.8939
667,1987,f,J,Finland,Finland,0,0.0,199.8939
668,1988,f,J,Finland,Finland,0,0.0,199.8939
669,1989,f,J,Finland,Finland,0,0.0,199.8939
670,1990,f,J,Finland,Finland,0,0.0,199.8939
671,1991,f,J,Finland,Finland,0,0.0,199.8939
672,1992,f,J,Finland,Finland,0,0.0,199.8939
673,1993,f,J,Finland,Finland,0,0.0,199.8939
674,1994,f,J,Finland,Finland,0,0.0,199.8939
675,1996,f,J,Finland,Finland,0,0.0,199.8939
676,1998,f,J,Finland,Finland,0,0.0,199.8939
677,2000,f,J,Finland,Finland,0,0.0,199.8939
678,2002,f,J,Finland,Finland,0,0.0,199.8939
679,2004,sf,J,Finland,Finland,0,0.0,199.8939
680,2005,sf,J,Finland,Finland,0,0.0,199.8939
681,2006,f,J,Finland,Finland,0,0.0,199.8939
682,2006,sf,J,Finland,Finland,0,0.0,199.8939
683,2007,f,J,Finland,Finland,0,0.0,199.8939
684,2008,f,J,Finland,Finland,0,0.0,199.8939
685,2008,sf1,J,Finland,Finland,0,0.0,199.8939
686,2009,f,J,Finland,Finland,0,0.0,199.8939
687,2009,sf1,J,Finland,Finland,0,0.0,199.8939
688,2010,sf1,J,Finland,Finland,0,0.0,199.8939
689,2011,f,J,Finland,Finland,0,0.0,199.8939
690,2011,sf1,J,Finland,Finland,0,0.0,199.8939
691,2012,sf1,J,Finland,Finland,0,0.0,199.8939
692,2013,f,J,Finland,Finland,0,0.0,199.8939
693,2013,sf2,J,Finland,Finland,0,0.0,199.8939
694,2014,f,J,Finland,Finland,0,0.0,199.8939
695,2014,sf2,J,Finland,Finland,0,0.0,199.8939
696,1975,f,J,Finland,France,0,0.0,2151.814
697,1976,f,J,Finland,France,3,0.0,2151.814
698,1977,f,J,Finland,France,12,0.0,2151.814
699,1978,f,J,Finland,France,2,0.0,2151.814
700,1979,f,J,Finland,France,1,0.0,2151.814
701,1980,f,J,Finland,France,0,0.0,2151.814
702,1981,f,J,Finland,France,10,0.0,2151.814
703,1983,f,J,Finland,France,6,0.0,2151.814
704,1984,f,J,Finland,France,0,0.0,2151.814
705,1985,f,J,Finland,France,5,0.0,2151.814
706,1986,f,J,Finland,France,0,0.0,2151.814
707,1987,f,J,Finland,France,0,0.0,2151.814
708,1988,f,J,Finland,France,3,0.0,2151.814
709,1989,f,J,Finland,France,3,0.0,2151.814
710,1990,f,J,Finland,France,12,0.0,2151.814
711,1991,f,J,Finland,France,10,0.0,2151.814
712,1992,f,J,Finland,France,7,0.0,2151.814
713,1993,f,J,Finland,France,1,0.0,2151.814
714,1994,f,J,Finland,France,0,0.0,2151.814
715,1996,f,J,Finland,France,2,0.0,2151.814
716,1998,f,J,Finland,France,0,0.0,2151.814
717,2000,f,J,Finland,France,0,0.0,2151.814
718,2002,f,J,Finland,France,12,0.0,2151.814
719,2004,f,J,Finland,France,0,0.0,2151.814
720,2005,f,J,Finland,France,0,0.0,2151.814
721,2006,f,J,Finland,France,0,0.0,2151.814
722,2007,f,J,Finland,France,0,0.0,2151.814
723,2008,f,J,Finland,France,2,0.0,2151.814
724,2009,f,J,Finland,France,4,0.0,2151.814
725,2010,f,J,Finland,France,8,0.0,2151.814
726,2011,f,J,Finland,France,4,0.0,2151.814
727,2012,f,J,Finland,France,0,0.0,2151.814
728,2013,f,J,Finland,France,0,0.0,2151.814
729,2014,f,J,Finland,France,1,0.0,2151.814
730,2015,f,J,Finland,France,0,0.0,2151.814
731,2016,f,J,Finland,France,1,0.0,2151.814
732,2016,f,T,Finland,France,3,0.0,2151.814
733,1975,f,J,Finland,Germany,0,0.0,1435.278
734,1976,f,J,Finland,Germany,0,0.0,1435.278
735,1977,f,J,Finland,Germany,0,0.0,1435.278
736,1978,f,J,Finland,Germany,12,0.0,1435.278
737,1979,f,J,Finland,Germany,3,0.0,1435.278
738,1980,f,J,Finland,Germany,2,0.0,1435.278
739,1981,f,J,Finland,Germany,7,0.0,1435.278
740,1982,f,J,Finland,Germany,10,0.0,1435.278
741,1983,f,J,Finland,Germany,4,0.0,1435.278
742,1984,f,J,Finland,Germany,0,0.0,1435.278
743,1985,f,J,Finland,Germany,10,0.0,1435.278
744,1986,f,J,Finland,Germany,2,0.0,1435.278
745,1987,f,J,Finland,Germany,10,0.0,1435.278
746,1988,f,J,Finland,Germany,0,0.0,1435.278
747,1989,f,J,Finland,Germany,0,0.0,1435.278
748,1990,f,J,Finland,Germany,0,0.0,1435.278
749,1991,f,J,Finland,Germany,0,0.0,1435.278
750,1992,f,J,Finland,Germany,0,0.0,1435.278
751,1993,f,J,Finland,Germany,0,0.0,1435.278
752,1994,f,J,Finland,Germany,3,0.0,1435.278
753,1998,f,J,Finland,Germany,1,0.0,1435.278
754,2000,f,J,Finland,Germany,2,0.0,1435.278
755,2002,f,J,Finland,Germany,0,0.0,1435.278
756,2004,f,J,Finland,Germany,0,0.0,1435.278
757,2005,f,J,Finland,Germany,0,0.0,1435.278
758,2006,f,J,Finland,Germany,0,0.0,1435.278
759,2007,f,J,Finland,Germany,1,0.0,1435.278
760,2008,f,J,Finland,Germany,0,0.0,1435.278
761,2009,f,J,Finland,Germany,0,0.0,1435.278
762,2010,f,J,Finland,Germany,12,0.0,1435.278
763,2011,f,J,Finland,Germany,0,0.0,1435.278
764,2012,f,J,Finland,Germany,1,0.0,1435.278
765,2013,f,J,Finland,Germany,0,0.0,1435.278
766,2014,f,J,Finland,Germany,0,0.0,1435.278
767,2015,f,J,Finland,Germany,0,0.0,1435.278
768,2016,f,J,Finland,Germany,0,0.0,1435.278
769,2016,f,T,Finland,Germany,0,0.0,1435.278
770,1975,f,J,Finland,Ireland,1,0.0,2094.368
771,1976,f,J,Finland,Ireland,0,0.0,2094.368
772,1977,f,J,Finland,Ireland,0,0.0,2094.368
773,1978,f,J,Finland,Ireland,3,0.0,2094.368
774,1979,f,J,Finland,Ireland,6,0.0,2094.368
775,1980,f,J,Finland,Ireland,8,0.0,2094.368
776,1981,f,J,Finland,Ireland,0,0.0,2094.368
777,1982,f,J,Finland,Ireland,0,0.0,2094.368
778,1984,f,J,Finland,Ireland,7,0.0,2094.368
779,1985,f,J,Finland,Ireland,1,0.0,2094.368
780,1986,f,J,Finland,Ireland,8,0.0,2094.368
781,1987,f,J,Finland,Ireland,12,0.0,2094.368
782,1988,f,J,Finland,Ireland,2,0.0,2094.368
783,1989,f,J,Finland,Ireland,0,0.0,2094.368
784,1990,f,J,Finland,Ireland,4,0.0,2094.368
785,1991,f,J,Finland,Ireland,2,0.0,2094.368
786,1992,f,J,Finland,Ireland,10,0.0,2094.368
787,1993,f,J,Finland,Ireland,3,0.0,2094.368
788,1994,f,J,Finland,Ireland,7,0.0,2094.368
789,1996,f,J,Finland,Ireland,10,0.0,2094.368
790,1998,f,J,Finland,Ireland,0,0.0,2094.368
791,2000,f,J,Finland,Ireland,1,0.0,2094.368
792,2004,f,J,Finland,Ireland,0,0.0,2094.368
793,2005,sf,J,Finland,Ireland,0,0.0,2094.368
794,2006,f,J,Finland,Ireland,4,0.0,2094.368
795,2006,sf,J,Finland,Ireland,4,0.0,2094.368
796,2007,f,J,Finland,Ireland,0,0.0,2094.368
797,2008,sf1,J,Finland,Ireland,2,0.0,2094.368
798,2010,f,J,Finland,Ireland,1,0.0,2094.368
799,2011,f,J,Finland,Ireland,10,0.0,2094.368
800,2012,f,J,Finland,Ireland,4,0.0,2094.368
801,2012,sf1,J,Finland,Ireland,7,0.0,2094.368
802,2013,f,J,Finland,Ireland,0,0.0,2094.368
803,2014,sf2,J,Finland,Ireland,0,0.0,2094.368
804,1975,f,J,Finland,Israel,3,0.0,3328.091
805,1976,f,J,Finland,Israel,8,0.0,3328.091
806,1977,f,J,Finland,Israel,0,0.0,3328.091
807,1978,f,J,Finland,Israel,10,0.0,3328.091
808,1979,f,J,Finland,Israel,12,0.0,3328.091
809,1981,f,J,Finland,Israel,6,0.0,3328.091
810,1982,f,J,Finland,Israel,12,0.0,3328.091
811,1983,f,J,Finland,Israel,7,0.0,3328.091
812,1985,f,J,Finland,Israel,0,0.0,3328.091
813,1986,f,J,Finland,Israel,0,0.0,3328.091
814,1987,f,J,Finland,Israel,7,0.0,3328.091
815,1988,f,J,Finland,Israel,6,0.0,3328.091
816,1989,f,J,Finland,Israel,5,0.0,3328.091
817,1990,f,J,Finland,Israel,5,0.0,3328.091
818,1991,f,J,Finland,Israel,6,0.0,3328.091
819,1992,f,J,Finland,Israel,0,0.0,3328.091
820,1993,f,J,Finland,Israel,0,0.0,3328.091
821,1998,f,J,Finland,Israel,10,0.0,3328.091
822,2000,f,J,Finland,Israel,0,0.0,3328.091
823,2002,f,J,Finland,Israel,5,0.0,3328.091
824,2004,sf,J,Finland,Israel,2,0.0,3328.091
825,2005,f,J,Finland,Israel,5,0.0,3328.091
826,2005,sf,J,Finland,Israel,1,0.0,3328.091
827,2006,f,J,Finland,Israel,0,0.0,3328.091
828,2007,sf,J,Finland,Israel,0,0.0,3328.091
829,2008,f,J,Finland,Israel,8,0.0,3328.091
830,2008,sf1,J,Finland,Israel,10,0.0,3328.091
831,2009,f,J,Finland,Israel,0,0.0,3328.091
832,2009,sf1,J,Finland,Israel,6,0.0,3328.091
833,2010,f,J,Finland,Israel,10,0.0,3328.091
834,2012,sf1,J,Finland,Israel,3,0.0,3328.091
835,2013,sf2,J,Finland,Israel,2,0.0,3328.091
836,2014,sf2,J,Finland,Israel,3,0.0,3328.091
837,2015,f,J,Finland,Israel,3,0.0,3328.091
838,2016,f,J,Finland,Israel,7,0.0,3328.091
839,2016,f,T,Finland,Israel,0,0.0,3328.091
840,1975,f,J,Finland,Italy,12,0.0,2246.061
841,1976,f,J,Finland,Italy,6,0.0,2246.061
842,1977,f,J,Finland,Italy,2,0.0,2246.061
843,1978,f,J,Finland,Italy,0,0.0,2246.061
844,1979,f,J,Finland,Italy,8,0.0,2246.061
845,1980,f,J,Finland,Italy,6,0.0,2246.061
846,1983,f,J,Finland,Italy,1,0.0,2246.061
847,1984,f,J,Finland,Italy,12,0.0,2246.061
848,1985,f,J,Finland,Italy,6,0.0,2246.061
849,1987,f,J,Finland,Italy,4,0.0,2246.061
850,1988,f,J,Finland,Italy,8,0.0,2246.061
851,1989,f,J,Finland,Italy,10,0.0,2246.061
852,1990,f,J,Finland,Italy,8,0.0,2246.061
853,1991,f,J,Finland,Italy,12,0.0,2246.061
854,1992,f,J,Finland,Italy,12,0.0,2246.061
855,1993,f,J,Finland,Italy,8,0.0,2246.061
856,2011,f,J,Finland,Italy,3,0.0,2246.061
857,2012,f,J,Finland,Italy,0,0.0,2246.061
858,2013,f,J,Finland,Italy,0,0.0,2246.061
859,2014,f,J,Finland,Italy,0,0.0,2246.061
860,2015,f,J,Finland,Italy,2,0.0,2246.061
861,2016,f,J,Finland,Italy,2,0.0,2246.061
862,2016,f,T,Finland,Italy,0,0.0,2246.061
863,1975,f,J,Finland,Luxembourg,5,0.0,1744.189
864,1976,f,J,Finland,Luxembourg,0,0.0,1744.189
865,1977,f,J,Finland,Luxembourg,8,0.0,1744.189
866,1978,f,J,Finland,Luxembourg,0,0.0,1744.189
867,1979,f,J,Finland,Luxembourg,4,0.0,1744.189
868,1980,f,J,Finland,Luxembourg,3,0.0,1744.189
869,1981,f,J,Finland,Luxembourg,4,0.0,1744.189
870,1982,f,J,Finland,Luxembourg,7,0.0,1744.189
871,1983,f,J,Finland,Luxembourg,8,0.0,1744.189
872,1984,f,J,Finland,Luxembourg,0,0.0,1744.189
873,1985,f,J,Finland,Luxembourg,0,0.0,1744.189
874,1986,f,J,Finland,Luxembourg,4,0.0,1744.189
875,1987,f,J,Finland,Luxembourg,0,0.0,1744.189
876,1988,f,J,Finland,Luxembourg,12,0.0,1744.189
877,1989,f,J,Finland,Luxembourg,0,0.0,1744.189
878,1990,f,J,Finland,Luxembourg,0,0.0,1744.189
879,1991,f,J,Finland,Luxembourg,0,0.0,1744.189
880,1992,f,J,Finland,Luxembourg,0,0.0,1744.189
881,1993,f,J,Finland,Luxembourg,0,0.0,1744.189
882,1975,f,J,Finland,Malta,0,0.0,2909.852
883,1991,f,J,Finland,Malta,0,0.0,2909.852
884,1992,f,J,Finland,Malta,0,0.0,2909.852
885,1993,f,J,Finland,Malta,0,0.0,2909.852
886,1994,f,J,Finland,Malta,6,0.0,2909.852
887,1996,f,J,Finland,Malta,0,0.0,2909.852
888,1998,f,J,Finland,Malta,5,0.0,2909.852
889,2000,f,J,Finland,Malta,0,0.0,2909.852
890,2002,f,J,Finland,Malta,2,0.0,2909.852
891,2004,f,J,Finland,Malta,0,0.0,2909.852
892,2004,sf,J,Finland,Malta,0,0.0,2909.852
893,2005,f,J,Finland,Malta,8,0.0,2909.852
894,2006,f,J,Finland,Malta,0,0.0,2909.852
895,2007,sf,J,Finland,Malta,0,0.0,2909.852
896,2009,f,J,Finland,Malta,3,0.0,2909.852
897,2009,sf1,J,Finland,Malta,3,0.0,2909.852
898,2010,sf1,J,Finland,Malta,1,0.0,2909.852
899,2011,sf1,J,Finland,Malta,0,0.0,2909.852
900,2012,f,J,Finland,Malta,0,0.0,2909.852
901,2013,f,J,Finland,Malta,0,0.0,2909.852
902,2013,sf2,J,Finland,Malta,5,0.0,2909.852
903,2014,f,J,Finland,Malta,3,0.0,2909.852
904,2014,sf2,J,Finland,Malta,5,0.0,2909.852
905,2016,f,J,Finland,Malta,5,0.0,2909.852
906,2016,f,T,Finland,Malta,0,0.0,2909.852
907,2016,sf1,J,Finland,Malta,8,0.0,2909.852
908,2016,sf1,T,Finland,Malta,0,0.0,2909.852
909,1975,f,J,Finland,Monaco,2,0.0,
910,1976,f,J,Finland,Monaco,2,0.0,
911,1977,f,J,Finland,Monaco,5,0.0,
912,1978,f,J,Finland,Monaco,8,0.0,
913,1979,f,J,Finland,Monaco,0,0.0,
914,2004,sf,J,Finland,Monaco,0,0.0,
915,2005,sf,J,Finland,Monaco,0,0.0,
916,2006,sf,J,Finland,Monaco,0,0.0,
917,1975,f,J,Finland,Norway,0,0.0,881.6286
918,1976,f,J,Finland,Norway,0,0.0,881.6286
919,1977,f,J,Finland,Norway,0,0.0,881.6286
920,1978,f,J,Finland,Norway,0,0.0,881.6286
921,1979,f,J,Finland,Norway,0,0.0,881.6286
922,1980,f,J,Finland,Norway,0,0.0,881.6286
923,1981,f,J,Finland,Norway,0,0.0,881.6286
924,1982,f,J,Finland,Norway,0,0.0,881.6286
925,1983,f,J,Finland,Norway,0,0.0,881.6286
926,1984,f,J,Finland,Norway,6,0.0,881.6286
927,1985,f,J,Finland,Norway,4,0.0,881.6286
928,1986,f,J,Finland,Norway,0,0.0,881.6286
929,1987,f,J,Finland,Norway,5,0.0,881.6286
930,1988,f,J,Finland,Norway,7,0.0,881.6286
931,1989,f,J,Finland,Norway,0,0.0,881.6286
932,1990,f,J,Finland,Norway,0,0.0,881.6286
933,1991,f,J,Finland,Norway,0,0.0,881.6286
934,1992,f,J,Finland,Norway,1,0.0,881.6286
935,1993,f,J,Finland,Norway,12,0.0,881.6286
936,1994,f,J,Finland,Norway,0,0.0,881.6286
937,1996,f,J,Finland,Norway,7,0.0,881.6286
938,1998,f,J,Finland,Norway,2,0.0,881.6286
939,2000,f,J,Finland,Norway,0,0.0,881.6286
940,2004,f,J,Finland,Norway,0,0.0,881.6286
941,2005,f,J,Finland,Norway,12,0.0,881.6286
942,2005,sf,J,Finland,Norway,12,0.0,881.6286
943,2006,f,J,Finland,Norway,5,0.0,881.6286
944,2007,sf,J,Finland,Norway,1,0.0,881.6286
945,2008,f,J,Finland,Norway,12,0.0,881.6286
946,2008,sf1,J,Finland,Norway,12,0.0,881.6286
947,2009,f,J,Finland,Norway,8,0.0,881.6286
948,2010,f,J,Finland,Norway,0,0.0,881.6286
949,2011,sf1,J,Finland,Norway,8,0.0,881.6286
950,2012,f,J,Finland,Norway,0,0.0,881.6286
